response_id,timestamp,region,age_group,gender,occupation,education_level,preferred_tool,satisfaction_rating,would_recommend,support_quality,feature_importance,usage_frequency,feedback,date,hour,day_of_week,month,satisfaction_category,feedback_length,recommendation_score,support_score
Res_0265,2024-03-24 18:14:00,Central,18-24,Female,Retired,Bachelor'S,Python,4,Definitely Yes,Excellent,Security,Weekly,"Great product, very user-friendly! Python ecosystem is amazing!",2024-03-24,18,Sunday,March,High,63,5,5
Res_0266,2024-02-20 15:11:00,East,18-24,Male,Business Owner,Other,R,4,Definitely Yes,Good,Price,Weekly,Highly recommended for beginners.,2024-02-20,15,Tuesday,February,High,33,5,4
Res_0267,2024-01-14 10:18:00,West,55+,Prefer Not To Say,Professional,Other,Power Bi,3,Probably No,Excellent,Integration,Daily,Works as expected.,2024-01-14,10,Sunday,January,Medium,18,2,5
Res_0268,2024-02-04 06:51:00,North,35-44,Female,Retired,Master'S,Tableau,4,Definitely Yes,Poor,Integration,Monthly,Excellent tool for data analysis.,2024-02-04,6,Sunday,February,High,33,5,2
Res_0269,2024-01-02 23:21:00,East,55+,Female,Professional,Other,Tableau,3,Probably Yes,Excellent,Support,Daily,Works as expected.,2024-01-02,23,Tuesday,January,Medium,18,4,5
Res_0270,2024-02-24 16:20:00,North,45-54,Male,Professional,Bachelor'S,Spss,3,Not Sure,Average,Ease Of Use,Rarely,Works as expected.,2024-02-24,16,Saturday,February,Medium,18,3,3
Res_0271,2024-02-11 07:00:00,East,45-54,Female,Retired,Master'S,Power Bi,5,Probably Yes,Excellent,Price,Daily,Love the features and support.,2024-02-11,7,Sunday,February,High,30,4,5
Res_0272,2024-02-08 18:46:00,Central,18-24,Non-Binary,Business Owner,Bachelor'S,Python,5,Definitely Yes,Excellent,Ease Of Use,Daily,"Great product, very user-friendly! Python ecosystem is amazing!",2024-02-08,18,Thursday,February,High,63,5,5
Res_0273,2024-03-26 03:29:00,East,25-34,Prefer Not To Say,Unemployed,Master'S,Spss,4,Definitely Yes,Good,Price,Weekly,"Great product, very user-friendly!",2024-03-26,3,Tuesday,March,High,34,5,4
Res_0274,2024-03-22 09:23:00,Central,25-34,Female,Professional,Phd,Python,5,Probably Yes,Good,Price,Weekly,Excellent tool for data analysis. Python ecosystem is amazing!,2024-03-22,9,Friday,March,High,62,4,4
Res_0275,2024-02-28 23:38:00,East,45-54,Prefer Not To Say,Unemployed,Bachelor'S,Python,4,Definitely No,Excellent,Support,Never,Excellent tool for data analysis. Python ecosystem is amazing!,2024-02-28,23,Wednesday,February,High,62,1,5
Res_0276,2024-03-28 19:55:00,North,55+,Prefer Not To Say,Unemployed,Master'S,Python,4,Definitely Yes,Excellent,Performance,Daily,"Great product, very user-friendly! Python ecosystem is amazing!",2024-03-28,19,Thursday,March,High,63,5,5
Res_0277,2024-03-13 03:03:00,Central,55+,Female,Unemployed,Other,Tableau,4,Definitely No,Poor,Price,Daily,Excellent tool for data analysis.,2024-03-13,3,Wednesday,March,High,33,1,2
Res_0278,2024-01-22 10:54:00,Central,45-54,Male,Professional,Other,Excel,3,Not Sure,Good,Ease Of Use,Rarely,Works as expected.,2024-01-22,10,Monday,January,Medium,18,3,4
Res_0279,2024-01-12 16:28:00,North,45-54,Female,Unemployed,Phd,R,3,Probably Yes,Average,Support,Monthly,Works as expected.,2024-01-12,16,Friday,January,Medium,18,4,3
Res_0280,2024-03-13 01:35:00,West,35-44,Male,Retired,Master'S,Python,4,Definitely Yes,Good,Ease Of Use,Daily,"Great product, very user-friendly! Python ecosystem is amazing!",2024-03-13,1,Wednesday,March,High,63,5,4
Res_0281,2024-01-28 18:04:00,North,45-54,Non-Binary,Student,Other,Tableau,4,Definitely Yes,Excellent,Ease Of Use,Never,"Great product, very user-friendly!",2024-01-28,18,Sunday,January,High,34,5,5
Res_0282,2024-01-09 15:02:00,East,45-54,Female,Professional,Phd,Tableau,3,Definitely No,Good,Ease Of Use,Weekly,Decent product overall.,2024-01-09,15,Tuesday,January,Medium,23,1,4
Res_0283,2024-02-18 14:55:00,West,45-54,Male,Unemployed,Bachelor'S,R,3,Probably Yes,Average,Price,Daily,Decent product overall.,2024-02-18,14,Sunday,February,Medium,23,4,3
Res_0284,2024-01-16 05:34:00,West,55+,Female,Professional,High School,Python,4,Definitely Yes,Average,Integration,Never,"Great product, very user-friendly! Python ecosystem is amazing!",2024-01-16,5,Tuesday,January,High,63,5,3
Res_0285,2024-02-08 14:43:00,Central,45-54,Prefer Not To Say,Professional,Bachelor'S,Power Bi,4,Definitely Yes,Good,Integration,Daily,Best tool I've used so far.,2024-02-08,14,Thursday,February,High,27,5,4
Res_0286,2024-02-14 04:17:00,South,18-24,Male,Retired,Other,Spss,4,Definitely Yes,Average,Support,Rarely,"Great product, very user-friendly!",2024-02-14,4,Wednesday,February,High,34,5,3
Res_0287,2024-01-31 06:04:00,North,55+,Male,Retired,Other,Excel,3,Not Sure,Excellent,Support,Weekly,"It's okay, does the job.",2024-01-31,6,Wednesday,January,Medium,24,3,5
Res_0288,2024-02-01 23:02:00,West,45-54,Female,Unemployed,Bachelor'S,Tableau,4,Definitely Yes,Excellent,Support,Daily,"Great product, very user-friendly!",2024-02-01,23,Thursday,February,High,34,5,5
Res_0289,2024-01-18 16:18:00,South,55+,Non-Binary,Unemployed,Other,Python,3,Probably Yes,Good,Integration,Weekly,Decent product overall.,2024-01-18,16,Thursday,January,Medium,23,4,4
Res_0290,2024-01-31 09:56:00,South,55+,Female,Retired,Master'S,Python,4,Definitely Yes,Excellent,Support,Monthly,Love the features and support. Python ecosystem is amazing!,2024-01-31,9,Wednesday,January,High,59,5,5
Res_0291,2024-01-08 17:37:00,South,45-54,Prefer Not To Say,Student,Master'S,R,4,Definitely Yes,Good,Ease Of Use,Weekly,Best tool I've used so far.,2024-01-08,17,Monday,January,High,27,5,4
Res_0292,2024-03-08 10:44:00,West,45-54,Female,Business Owner,Phd,Tableau,5,Probably Yes,Good,Ease Of Use,Never,Excellent tool for data analysis.,2024-03-08,10,Friday,March,High,33,4,4
Res_0293,2024-03-09 15:15:00,South,35-44,Female,Retired,High School,Power Bi,4,Probably Yes,Poor,Support,Daily,Highly recommended for beginners.,2024-03-09,15,Saturday,March,High,33,4,2
Res_0294,2024-02-22 13:35:00,Central,25-34,Prefer Not To Say,Professional,Master'S,Excel,5,Not Sure,Good,Performance,Weekly,Excellent tool for data analysis.,2024-02-22,13,Thursday,February,High,33,3,4
Res_0295,2024-02-12 20:05:00,West,35-44,Male,Unemployed,Bachelor'S,Python,4,Definitely Yes,Excellent,Ease Of Use,Rarely,"Great product, very user-friendly! Python ecosystem is amazing!",2024-02-12,20,Monday,February,High,63,5,5
Res_0296,2024-02-04 12:43:00,Central,55+,Male,Student,Bachelor'S,Excel,3,Probably Yes,Poor,Integration,Monthly,Average experience.,2024-02-04,12,Sunday,February,Medium,19,4,2
Res_0297,2024-03-26 17:13:00,West,25-34,Non-Binary,Business Owner,High School,Power Bi,4,Definitely Yes,Average,Support,Monthly,Excellent tool for data analysis.,2024-03-26,17,Tuesday,March,High,33,5,3
Res_0298,2024-01-25 23:07:00,West,25-34,Female,Retired,Bachelor'S,Tableau,4,Definitely Yes,Good,Security,Rarely,Highly recommended for beginners.,2024-01-25,23,Thursday,January,High,33,5,4
Res_0299,2024-02-11 09:24:00,West,55+,Non-Binary,Business Owner,Master'S,Python,4,Probably Yes,Average,Performance,Weekly,Love the features and support. Python ecosystem is amazing!,2024-02-11,9,Sunday,February,High,59,4,3
Res_0300,2024-03-06 15:29:00,North,45-54,Non-Binary,Professional,Master'S,Tableau,4,Probably Yes,Good,Price,Weekly,Love the features and support.,2024-03-06,15,Wednesday,March,High,30,4,4
Res_0301,2024-02-22 01:36:00,South,25-34,Male,Business Owner,Other,R,5,Not Sure,Average,Integration,Daily,Highly recommended for beginners.,2024-02-22,1,Thursday,February,High,33,3,3
Res_0302,2024-03-15 23:26:00,East,25-34,Female,Business Owner,Bachelor'S,R,4,Definitely Yes,Good,Support,Never,Best tool I've used so far.,2024-03-15,23,Friday,March,High,27,5,4
Res_0303,2024-03-13 07:31:00,Central,35-44,Non-Binary,Retired,Phd,Python,5,Definitely Yes,Average,Support,Weekly,Best tool I've used so far. Python ecosystem is amazing!,2024-03-13,7,Wednesday,March,High,56,5,3
Res_0304,2024-01-22 23:50:00,East,25-34,Female,Unemployed,Phd,Python,4,Definitely Yes,Average,Price,Daily,Excellent tool for data analysis. Python ecosystem is amazing!,2024-01-22,23,Monday,January,High,62,5,3
Res_0305,2024-03-10 20:03:00,Central,18-24,Male,Student,High School,Power Bi,3,Definitely Yes,Good,Integration,Never,Works as expected.,2024-03-10,20,Sunday,March,Medium,18,5,4
Res_0306,2024-01-18 20:14:00,North,25-34,Male,Professional,Other,Python,4,Definitely Yes,Average,Integration,Weekly,Best tool I've used so far. Python ecosystem is amazing!,2024-01-18,20,Thursday,January,High,56,5,3
Res_0307,2024-02-17 01:39:00,Central,45-54,Prefer Not To Say,Student,High School,Excel,4,Definitely Yes,Average,Performance,Monthly,Highly recommended for beginners.,2024-02-17,1,Saturday,February,High,33,5,3
Res_0308,2024-03-11 13:00:00,North,55+,Non-Binary,Unemployed,Master'S,Python,3,Not Sure,Good,Price,Daily,"It's okay, does the job.",2024-03-11,13,Monday,March,Medium,24,3,4
Res_0309,2024-03-05 22:43:00,West,25-34,Male,Student,Other,Excel,5,Probably Yes,Average,Support,Daily,Excellent tool for data analysis.,2024-03-05,22,Tuesday,March,High,33,4,3
Res_0310,2024-01-31 06:39:00,Central,35-44,Non-Binary,Business Owner,Phd,Power Bi,5,Definitely Yes,Excellent,Ease Of Use,Daily,"Great product, very user-friendly!",2024-01-31,6,Wednesday,January,High,34,5,5
Res_0311,2024-02-17 12:29:00,Central,25-34,Female,Business Owner,High School,Power Bi,4,Definitely Yes,Good,Ease Of Use,Daily,"Great product, very user-friendly!",2024-02-17,12,Saturday,February,High,34,5,4
Res_0312,2024-01-12 12:24:00,West,55+,Prefer Not To Say,Student,High School,Python,4,Definitely Yes,Excellent,Price,Monthly,Excellent tool for data analysis. Python ecosystem is amazing!,2024-01-12,12,Friday,January,High,62,5,5
Res_0313,2024-01-11 15:54:00,West,35-44,Male,Unemployed,High School,Spss,4,Definitely Yes,Good,Integration,Daily,Excellent tool for data analysis.,2024-01-11,15,Thursday,January,High,33,5,4
Res_0314,2024-01-28 22:56:00,Central,45-54,Non-Binary,Student,High School,Excel,4,Probably Yes,Good,Price,Weekly,Love the features and support.,2024-01-28,22,Sunday,January,High,30,4,4
Res_0315,2024-03-10 18:42:00,North,25-34,Non-Binary,Student,Bachelor'S,Python,4,Definitely Yes,Excellent,Support,Daily,Highly recommended for beginners. Python ecosystem is amazing!,2024-03-10,18,Sunday,March,High,62,5,5
Res_0316,2024-01-19 22:52:00,West,18-24,Non-Binary,Professional,Other,R,4,Definitely Yes,Poor,Performance,Weekly,Excellent tool for data analysis.,2024-01-19,22,Friday,January,High,33,5,2
Res_0317,2024-03-13 12:43:00,Central,35-44,Prefer Not To Say,Professional,High School,Power Bi,4,Probably Yes,Good,Performance,Daily,Highly recommended for beginners.,2024-03-13,12,Wednesday,March,High,33,4,4
Res_0318,2024-02-14 01:06:00,West,25-34,Male,Business Owner,Other,Python,5,Probably Yes,Good,Price,Monthly,Highly recommended for beginners. Python ecosystem is amazing!,2024-02-14,1,Wednesday,February,High,62,4,4
Res_0319,2024-03-17 12:49:00,East,18-24,Non-Binary,Retired,Phd,Tableau,5,Definitely Yes,Average,Support,Never,Excellent tool for data analysis.,2024-03-17,12,Sunday,March,High,33,5,3
Res_0320,2024-02-15 17:24:00,West,25-34,Prefer Not To Say,Student,Other,Python,4,Definitely Yes,Excellent,Ease Of Use,Daily,Love the features and support. Python ecosystem is amazing!,2024-02-15,17,Thursday,February,High,59,5,5
Res_0321,2024-02-01 22:04:00,North,35-44,Female,Retired,Bachelor'S,Power Bi,3,Not Sure,Good,Integration,Daily,Works as expected.,2024-02-01,22,Thursday,February,Medium,18,3,4
Res_0322,2024-02-10 11:06:00,North,18-24,Non-Binary,Retired,Master'S,R,4,Definitely Yes,Excellent,Security,Daily,Love the features and support.,2024-02-10,11,Saturday,February,High,30,5,5
Res_0323,2024-01-14 04:05:00,South,45-54,Prefer Not To Say,Unemployed,Other,Excel,3,Probably No,Excellent,Support,Never,Average experience.,2024-01-14,4,Sunday,January,Medium,19,2,5
Res_0324,2024-02-22 03:01:00,North,35-44,Male,Unemployed,Other,R,3,Definitely No,Excellent,Price,Daily,Decent product overall.,2024-02-22,3,Thursday,February,Medium,23,1,5
Res_0325,2024-02-19 00:18:00,West,45-54,Male,Unemployed,Bachelor'S,Tableau,3,Not Sure,Good,Security,Weekly,Average experience.,2024-02-19,0,Monday,February,Medium,19,3,4
Res_0326,2024-03-07 05:43:00,West,25-34,Female,Business Owner,Master'S,Python,5,Definitely Yes,Excellent,Performance,Daily,Love the features and support. Python ecosystem is amazing!,2024-03-07,5,Thursday,March,High,59,5,5
Res_0327,2024-03-04 04:04:00,South,45-54,Non-Binary,Retired,Master'S,Power Bi,4,Definitely Yes,Poor,Support,Daily,Best tool I've used so far.,2024-03-04,4,Monday,March,High,27,5,2
Res_0328,2024-01-10 11:16:00,South,45-54,Female,Retired,High School,Tableau,5,Definitely Yes,Excellent,Price,Weekly,Excellent tool for data analysis.,2024-01-10,11,Wednesday,January,High,33,5,5
Res_0329,2024-02-08 00:25:00,East,55+,Prefer Not To Say,Business Owner,Phd,Python,3,Probably Yes,Average,Price,Daily,Decent product overall.,2024-02-08,0,Thursday,February,Medium,23,4,3
Res_0330,2024-02-25 20:38:00,South,35-44,Non-Binary,Unemployed,Bachelor'S,Excel,5,Probably Yes,Good,Ease Of Use,Monthly,Best tool I've used so far.,2024-02-25,20,Sunday,February,High,27,4,4
Res_0331,2024-02-10 05:25:00,East,35-44,Prefer Not To Say,Unemployed,Bachelor'S,Python,4,Definitely Yes,Average,Price,Daily,Love the features and support. Python ecosystem is amazing!,2024-02-10,5,Saturday,February,High,59,5,3
Res_0332,2024-02-18 08:52:00,West,35-44,Male,Unemployed,Bachelor'S,Power Bi,3,Probably No,Poor,Performance,Weekly,Average experience.,2024-02-18,8,Sunday,February,Medium,19,2,2
Res_0333,2024-03-10 05:43:00,Central,18-24,Prefer Not To Say,Professional,Phd,Spss,4,Not Sure,Average,Performance,Daily,Love the features and support.,2024-03-10,5,Sunday,March,High,30,3,3
Res_0334,2024-03-29 02:52:00,West,45-54,Female,Business Owner,Bachelor'S,Tableau,4,Probably Yes,Good,Integration,Never,Love the features and support.,2024-03-29,2,Friday,March,High,30,4,4
Res_0335,2024-03-25 04:45:00,West,45-54,Male,Retired,Other,Python,3,Not Sure,Good,Price,Monthly,Works as expected.,2024-03-25,4,Monday,March,Medium,18,3,4
Res_0336,2024-03-15 12:34:00,Central,45-54,Male,Business Owner,Other,Excel,4,Not Sure,Average,Ease Of Use,Weekly,Highly recommended for beginners.,2024-03-15,12,Friday,March,High,33,3,3
Res_0337,2024-03-22 02:06:00,South,35-44,Female,Unemployed,High School,Power Bi,4,Not Sure,Good,Security,Daily,Highly recommended for beginners.,2024-03-22,2,Friday,March,High,33,3,4
Res_0338,2024-03-23 21:41:00,West,35-44,Prefer Not To Say,Student,High School,Python,4,Definitely Yes,Poor,Price,Daily,"Great product, very user-friendly! Python ecosystem is amazing!",2024-03-23,21,Saturday,March,High,63,5,2
Res_0339,2024-02-03 07:32:00,Central,55+,Female,Retired,Master'S,Excel,3,Probably No,Poor,Price,Never,Works as expected.,2024-02-03,7,Saturday,February,Medium,18,2,2
Res_0340,2024-02-29 21:37:00,Central,25-34,Non-Binary,Student,Phd,Excel,4,Definitely No,Average,Price,Daily,"Great product, very user-friendly!",2024-02-29,21,Thursday,February,High,34,1,3
Res_0341,2024-02-07 13:58:00,North,18-24,Female,Business Owner,Master'S,Tableau,4,Definitely Yes,Good,Price,Monthly,Love the features and support.,2024-02-07,13,Wednesday,February,High,30,5,4
Res_0342,2024-02-28 06:33:00,West,35-44,Prefer Not To Say,Student,Phd,Power Bi,4,Definitely Yes,Average,Ease Of Use,Rarely,Best tool I've used so far.,2024-02-28,6,Wednesday,February,High,27,5,3
Res_0343,2024-02-10 02:19:00,North,18-24,Male,Business Owner,High School,Tableau,5,Definitely Yes,Good,Integration,Weekly,Excellent tool for data analysis.,2024-02-10,2,Saturday,February,High,33,5,4
Res_0344,2024-02-01 16:11:00,Central,25-34,Non-Binary,Unemployed,Phd,Excel,4,Definitely Yes,Poor,Performance,Daily,Best tool I've used so far.,2024-02-01,16,Thursday,February,High,27,5,2
Res_0345,2024-01-30 12:40:00,South,25-34,Prefer Not To Say,Retired,High School,Tableau,4,Definitely Yes,Good,Support,Weekly,Highly recommended for beginners.,2024-01-30,12,Tuesday,January,High,33,5,4
Res_0346,2024-01-26 14:37:00,West,45-54,Male,Professional,Bachelor'S,Excel,3,Probably Yes,Average,Performance,Never,Decent product overall.,2024-01-26,14,Friday,January,Medium,23,4,3
Res_0347,2024-03-31 02:36:00,North,55+,Female,Business Owner,Master'S,Excel,3,Probably Yes,Average,Ease Of Use,Daily,Could use some improvements.,2024-03-31,2,Sunday,March,Medium,28,4,3
Res_0348,2024-02-28 03:16:00,West,55+,Non-Binary,Unemployed,Phd,Power Bi,3,Probably Yes,Average,Performance,Weekly,Average experience.,2024-02-28,3,Wednesday,February,Medium,19,4,3
Res_0349,2024-02-20 18:07:00,East,35-44,Prefer Not To Say,Unemployed,Bachelor'S,Excel,3,Probably Yes,Excellent,Performance,Weekly,Decent product overall.,2024-02-20,18,Tuesday,February,Medium,23,4,5
Res_0350,2024-03-19 18:05:00,South,35-44,Male,Professional,Master'S,Spss,4,Not Sure,Average,Support,Weekly,"Great product, very user-friendly!",2024-03-19,18,Tuesday,March,High,34,3,3
Res_0351,2024-01-24 11:44:00,South,55+,Prefer Not To Say,Retired,Other,R,3,Not Sure,Excellent,Price,Weekly,Could use some improvements.,2024-01-24,11,Wednesday,January,Medium,28,3,5
Res_0352,2024-03-14 12:27:00,South,45-54,Female,Unemployed,Bachelor'S,Power Bi,4,Definitely Yes,Good,Security,Daily,Best tool I've used so far.,2024-03-14,12,Thursday,March,High,27,5,4
Res_0353,2024-02-06 04:11:00,East,45-54,Male,Business Owner,High School,R,3,Probably No,Good,Security,Monthly,Works as expected.,2024-02-06,4,Tuesday,February,Medium,18,2,4
Res_0354,2024-01-18 06:52:00,West,55+,Prefer Not To Say,Retired,Phd,Tableau,4,Definitely Yes,Very Poor,Support,Daily,Best tool I've used so far.,2024-01-18,6,Thursday,January,High,27,5,1
Res_0355,2024-03-31 14:31:00,South,18-24,Male,Professional,Master'S,Power Bi,5,Definitely Yes,Average,Price,Daily,"Great product, very user-friendly!",2024-03-31,14,Sunday,March,High,34,5,3
Res_0356,2024-02-05 07:34:00,East,25-34,Prefer Not To Say,Unemployed,Phd,Python,4,Definitely Yes,Good,Performance,Weekly,Highly recommended for beginners. Python ecosystem is amazing!,2024-02-05,7,Monday,February,High,62,5,4
Res_0357,2024-03-06 03:36:00,North,35-44,Non-Binary,Unemployed,High School,Python,5,Definitely Yes,Poor,Integration,Weekly,Best tool I've used so far. Python ecosystem is amazing!,2024-03-06,3,Wednesday,March,High,56,5,2
Res_0358,2024-03-10 06:27:00,North,25-34,Non-Binary,Student,Phd,R,4,Not Sure,Excellent,Ease Of Use,Daily,Love the features and support.,2024-03-10,6,Sunday,March,High,30,3,5
Res_0359,2024-02-14 02:28:00,North,25-34,Female,Unemployed,Master'S,Tableau,5,Definitely No,Poor,Price,Daily,Highly recommended for beginners.,2024-02-14,2,Wednesday,February,High,33,1,2
Res_0360,2024-03-21 13:10:00,Central,25-34,Female,Professional,High School,Power Bi,4,Definitely Yes,Excellent,Ease Of Use,Rarely,Highly recommended for beginners.,2024-03-21,13,Thursday,March,High,33,5,5
Res_0361,2024-02-14 17:17:00,Central,55+,Female,Business Owner,Master'S,Tableau,4,Definitely Yes,Good,Price,Monthly,Love the features and support.,2024-02-14,17,Wednesday,February,High,30,5,4
Res_0362,2024-03-14 08:54:00,Central,18-24,Female,Retired,High School,Excel,5,Not Sure,Good,Price,Weekly,Love the features and support.,2024-03-14,8,Thursday,March,High,30,3,4
Res_0363,2024-03-24 04:44:00,South,25-34,Female,Business Owner,Bachelor'S,Excel,3,Not Sure,Excellent,Price,Weekly,Works as expected.,2024-03-24,4,Sunday,March,Medium,18,3,5
Res_0364,2024-03-03 04:36:00,East,45-54,Prefer Not To Say,Retired,High School,Excel,4,Probably No,Average,Support,Weekly,"Great product, very user-friendly!",2024-03-03,4,Sunday,March,High,34,2,3
Res_0365,2024-02-21 16:47:00,East,35-44,Prefer Not To Say,Retired,Master'S,Excel,4,Definitely Yes,Good,Ease Of Use,Daily,Highly recommended for beginners.,2024-02-21,16,Wednesday,February,High,33,5,4
Res_0366,2024-01-01 23:05:00,West,35-44,Male,Unemployed,Phd,Python,4,Probably No,Good,Price,Daily,Excellent tool for data analysis. Python ecosystem is amazing!,2024-01-01,23,Monday,January,High,62,2,4
Res_0367,2024-02-24 06:31:00,East,35-44,Non-Binary,Business Owner,Other,Excel,3,Not Sure,Excellent,Ease Of Use,Daily,Average experience.,2024-02-24,6,Saturday,February,Medium,19,3,5
Res_0368,2024-01-17 18:54:00,West,35-44,Male,Student,High School,Python,4,Definitely Yes,Good,Support,Weekly,Best tool I've used so far. Python ecosystem is amazing!,2024-01-17,18,Wednesday,January,High,56,5,4
Res_0369,2024-01-03 03:59:00,South,45-54,Prefer Not To Say,Student,Phd,Excel,4,Definitely Yes,Excellent,Price,Daily,Excellent tool for data analysis.,2024-01-03,3,Wednesday,January,High,33,5,5
Res_0370,2024-03-29 04:56:00,East,25-34,Non-Binary,Student,Master'S,R,4,Definitely Yes,Poor,Performance,Monthly,Love the features and support.,2024-03-29,4,Friday,March,High,30,5,2
Res_0371,2024-01-11 11:42:00,South,18-24,Prefer Not To Say,Business Owner,Bachelor'S,Spss,4,Definitely Yes,Good,Price,Rarely,Best tool I've used so far.,2024-01-11,11,Thursday,January,High,27,5,4
Res_0372,2024-03-24 02:45:00,North,18-24,Female,Retired,High School,Excel,4,Probably Yes,Good,Integration,Never,Excellent tool for data analysis.,2024-03-24,2,Sunday,March,High,33,4,4
Res_0373,2024-03-16 07:33:00,West,18-24,Male,Business Owner,High School,Tableau,5,Probably Yes,Excellent,Price,Weekly,Best tool I've used so far.,2024-03-16,7,Saturday,March,High,27,4,5
Res_0374,2024-03-29 04:30:00,North,25-34,Prefer Not To Say,Student,High School,Python,4,Definitely Yes,Good,Support,Daily,"Great product, very user-friendly! Python ecosystem is amazing!",2024-03-29,4,Friday,March,High,63,5,4
Res_0375,2024-02-10 11:56:00,East,25-34,Prefer Not To Say,Professional,Bachelor'S,Python,5,Probably Yes,Average,Performance,Weekly,"Great product, very user-friendly! Python ecosystem is amazing!",2024-02-10,11,Saturday,February,High,63,4,3
Res_0376,2024-03-08 18:00:00,Central,25-34,Prefer Not To Say,Business Owner,Bachelor'S,Python,4,Probably Yes,Poor,Price,Rarely,Excellent tool for data analysis. Python ecosystem is amazing!,2024-03-08,18,Friday,March,High,62,4,2
Res_0377,2024-02-22 19:43:00,West,25-34,Male,Student,Bachelor'S,Tableau,5,Definitely Yes,Excellent,Performance,Daily,"Great product, very user-friendly!",2024-02-22,19,Thursday,February,High,34,5,5
Res_0378,2024-03-16 23:24:00,East,45-54,Non-Binary,Professional,Bachelor'S,R,3,Not Sure,Excellent,Ease Of Use,Weekly,Decent product overall.,2024-03-16,23,Saturday,March,Medium,23,3,5
Res_0379,2024-03-23 02:15:00,Central,55+,Non-Binary,Student,Master'S,Excel,4,Probably Yes,Average,Performance,Weekly,Excellent tool for data analysis.,2024-03-23,2,Saturday,March,High,33,4,3
Res_0380,2024-03-07 19:32:00,South,45-54,Non-Binary,Student,Bachelor'S,R,4,Definitely Yes,Average,Performance,Monthly,Best tool I've used so far.,2024-03-07,19,Thursday,March,High,27,5,3
Res_0381,2024-02-19 03:15:00,West,55+,Male,Unemployed,High School,Tableau,3,Not Sure,Good,Price,Monthly,Decent product overall.,2024-02-19,3,Monday,February,Medium,23,3,4
Res_0382,2024-02-10 04:24:00,Central,45-54,Non-Binary,Unemployed,Bachelor'S,Tableau,4,Definitely Yes,Excellent,Price,Daily,Best tool I've used so far.,2024-02-10,4,Saturday,February,High,27,5,5
Res_0383,2024-01-10 00:37:00,North,18-24,Non-Binary,Professional,High School,Tableau,4,Definitely Yes,Good,Price,Daily,"Great product, very user-friendly!",2024-01-10,0,Wednesday,January,High,34,5,4
Res_0384,2024-02-20 16:18:00,Central,45-54,Prefer Not To Say,Retired,High School,Python,4,Definitely Yes,Good,Support,Weekly,Highly recommended for beginners. Python ecosystem is amazing!,2024-02-20,16,Tuesday,February,High,62,5,4
Res_0385,2024-03-09 19:09:00,East,18-24,Non-Binary,Student,Other,R,5,Definitely Yes,Good,Ease Of Use,Weekly,Excellent tool for data analysis.,2024-03-09,19,Saturday,March,High,33,5,4
Res_0386,2024-01-20 17:20:00,West,55+,Male,Business Owner,Phd,Spss,3,Probably Yes,Excellent,Ease Of Use,Daily,Could use some improvements.,2024-01-20,17,Saturday,January,Medium,28,4,5
Res_0387,2024-01-08 07:05:00,West,18-24,Prefer Not To Say,Unemployed,Other,Python,4,Not Sure,Excellent,Security,Daily,"Great product, very user-friendly! Python ecosystem is amazing!",2024-01-08,7,Monday,January,High,63,3,5
Res_0388,2024-02-09 21:47:00,South,18-24,Male,Professional,High School,Power Bi,4,Probably Yes,Poor,Security,Daily,Excellent tool for data analysis.,2024-02-09,21,Friday,February,High,33,4,2
Res_0389,2024-03-04 11:33:00,Central,35-44,Female,Business Owner,Bachelor'S,Spss,3,Probably Yes,Average,Ease Of Use,Weekly,Decent product overall.,2024-03-04,11,Monday,March,Medium,23,4,3
Res_0390,2024-01-16 00:21:00,West,35-44,Male,Business Owner,Other,R,3,Not Sure,Average,Price,Daily,"It's okay, does the job.",2024-01-16,0,Tuesday,January,Medium,24,3,3
Res_0391,2024-03-04 14:32:00,East,18-24,Prefer Not To Say,Unemployed,Bachelor'S,Python,4,Probably No,Average,Performance,Weekly,Love the features and support. Python ecosystem is amazing!,2024-03-04,14,Monday,March,High,59,2,3
Res_0392,2024-01-21 08:49:00,North,55+,Male,Professional,Other,Python,3,Probably Yes,Good,Performance,Weekly,"It's okay, does the job.",2024-01-21,8,Sunday,January,Medium,24,4,4
Res_0393,2024-01-06 00:15:00,North,45-54,Non-Binary,Retired,Bachelor'S,Spss,4,Definitely Yes,Good,Performance,Daily,Excellent tool for data analysis.,2024-01-06,0,Saturday,January,High,33,5,4
Res_0394,2024-01-05 17:51:00,West,25-34,Non-Binary,Professional,Phd,Python,5,Definitely Yes,Good,Ease Of Use,Never,Love the features and support. Python ecosystem is amazing!,2024-01-05,17,Friday,January,High,59,5,4
Res_0395,2024-02-04 02:36:00,East,18-24,Male,Professional,Bachelor'S,Power Bi,4,Not Sure,Excellent,Support,Daily,Highly recommended for beginners.,2024-02-04,2,Sunday,February,High,33,3,5
Res_0396,2024-01-06 12:04:00,West,35-44,Non-Binary,Business Owner,High School,Tableau,5,Definitely Yes,Poor,Security,Daily,Highly recommended for beginners.,2024-01-06,12,Saturday,January,High,33,5,2
Res_0397,2024-02-28 00:23:00,South,35-44,Non-Binary,Unemployed,Bachelor'S,Excel,4,Not Sure,Average,Price,Daily,Best tool I've used so far.,2024-02-28,0,Wednesday,February,High,27,3,3
Res_0398,2024-02-17 18:31:00,South,55+,Female,Professional,High School,Python,4,Probably Yes,Good,Price,Weekly,Best tool I've used so far. Python ecosystem is amazing!,2024-02-17,18,Saturday,February,High,56,4,4
