response_id,timestamp,region,age_group,gender,occupation,education_level,preferred_tool,satisfaction_rating,would_recommend,support_quality,feature_importance,usage_frequency,feedback
RES_0356,2024-02-05 07:34:00,East,25-34,Prefer not to say,Unemployed,PhD,Python,4,Definitely Yes,Good,Performance,Weekly,Highly recommended for beginners. Python ecosystem is amazing!
RES_0357,2024-03-06 03:36:00,North,35-44,Non-binary,Unemployed,High School,Python,5,Definitely Yes,Poor,Integration,Weekly,Best tool I've used so far. Python ecosystem is amazing!
RES_0358,2024-03-10 06:27:00,North,25-34,Non-binary,Student,PhD,R,4,Not Sure,Excellent,Ease of Use,Daily,Love the features and support.
RES_0359,2024-02-14 02:28:00,North,25-34,Female,Unemployed,Master's,Tableau,5,Definitely No,Poor,Price,Daily,Highly recommended for beginners.
RES_0360,2024-03-21 13:10:00,Central,25-34,Female,Professional,High School,Power BI,4,Definitely Yes,Excellent,Ease of Use,Rarely,Highly recommended for beginners.
RES_0361,2024-02-14 17:17:00,Central,55+,Female,Business Owner,Master's,Tableau,4,Definitely Yes,Good,Price,Monthly,Love the features and support.
RES_0362,2024-03-14 08:54:00,Central,18-24,Female,Retired,High School,Excel,5,Not Sure,Good,Price,Weekly,Love the features and support.
RES_0363,2024-03-24 04:44:00,South,25-34,Female,Business Owner,Bachelor's,Excel,3,Not Sure,Excellent,Price,Weekly,Works as expected.
RES_0364,2024-03-03 04:36:00,East,45-54,Prefer not to say,Retired,High School,Excel,4,Probably No,Average,Support,Weekly,"Great product, very user-friendly!"
RES_0365,2024-02-21 16:47:00,East,35-44,Prefer not to say,Retired,Master's,Excel,4,Definitely Yes,Good,Ease of Use,Daily,Highly recommended for beginners.
RES_0366,2024-01-01 23:05:00,West,35-44,Male,Unemployed,PhD,Python,4,Probably No,Good,Price,Daily,Excellent tool for data analysis. Python ecosystem is amazing!
RES_0367,2024-02-24 06:31:00,East,35-44,Non-binary,Business Owner,Other,Excel,3,Not Sure,Excellent,Ease of Use,Daily,Average experience.
RES_0368,2024-01-17 18:54:00,West,35-44,Male,Student,High School,Python,4,Definitely Yes,Good,Support,Weekly,Best tool I've used so far. Python ecosystem is amazing!
RES_0369,2024-01-03 03:59:00,South,45-54,Prefer not to say,Student,PhD,Excel,4,Definitely Yes,Excellent,Price,Daily,Excellent tool for data analysis.
RES_0370,2024-03-29 04:56:00,East,25-34,Non-binary,Student,Master's,R,4,Definitely Yes,Poor,Performance,Monthly,Love the features and support.
RES_0371,2024-01-11 11:42:00,South,18-24,Prefer not to say,Business Owner,Bachelor's,SPSS,4,Definitely Yes,Good,Price,Rarely,Best tool I've used so far.
RES_0372,2024-03-24 02:45:00,North,18-24,Female,Retired,High School,Excel,4,Probably Yes,Good,Integration,Never,Excellent tool for data analysis.
RES_0373,2024-03-16 07:33:00,West,18-24,Male,Business Owner,High School,Tableau,5,Probably Yes,Excellent,Price,Weekly,Best tool I've used so far.
RES_0374,2024-03-29 04:30:00,North,25-34,Prefer not to say,Student,High School,Python,4,Definitely Yes,Good,Support,Daily,"Great product, very user-friendly! Python ecosystem is amazing!"
RES_0375,2024-02-10 11:56:00,East,25-34,Prefer not to say,Professional,Bachelor's,Python,5,Probably Yes,Average,Performance,Weekly,"Great product, very user-friendly! Python ecosystem is amazing!"
RES_0376,2024-03-08 18:00:00,Central,25-34,Prefer not to say,Business Owner,Bachelor's,Python,4,Probably Yes,Poor,Price,Rarely,Excellent tool for data analysis. Python ecosystem is amazing!
RES_0377,2024-02-22 19:43:00,West,25-34,Male,Student,Bachelor's,Tableau,5,Definitely Yes,Excellent,Performance,Daily,"Great product, very user-friendly!"
RES_0378,2024-03-16 23:24:00,East,45-54,Non-binary,Professional,Bachelor's,R,3,Not Sure,Excellent,Ease of Use,Weekly,Decent product overall.
RES_0379,2024-03-23 02:15:00,Central,55+,Non-binary,Student,Master's,Excel,4,Probably Yes,Average,Performance,Weekly,Excellent tool for data analysis.
RES_0380,2024-03-07 19:32:00,South,45-54,Non-binary,Student,Bachelor's,R,4,Definitely Yes,Average,Performance,Monthly,Best tool I've used so far.
RES_0381,2024-02-19 03:15:00,West,55+,Male,Unemployed,High School,Tableau,3,Not Sure,Good,Price,Monthly,Decent product overall.
RES_0382,2024-02-10 04:24:00,Central,45-54,Non-binary,Unemployed,Bachelor's,Tableau,4,Definitely Yes,Excellent,Price,Daily,Best tool I've used so far.
RES_0383,2024-01-10 00:37:00,North,18-24,Non-binary,Professional,High School,Tableau,4,Definitely Yes,Good,Price,Daily,"Great product, very user-friendly!"
RES_0384,2024-02-20 16:18:00,Central,45-54,Prefer not to say,Retired,High School,Python,4,Definitely Yes,Good,Support,Weekly,Highly recommended for beginners. Python ecosystem is amazing!
RES_0385,2024-03-09 19:09:00,East,18-24,Non-binary,Student,Other,R,5,Definitely Yes,Good,Ease of Use,Weekly,Excellent tool for data analysis.
RES_0386,2024-01-20 17:20:00,West,55+,Male,Business Owner,PhD,SPSS,3,Probably Yes,Excellent,Ease of Use,Daily,Could use some improvements.
RES_0387,2024-01-08 07:05:00,West,18-24,Prefer not to say,Unemployed,Other,Python,4,Not Sure,Excellent,Security,Daily,"Great product, very user-friendly! Python ecosystem is amazing!"
RES_0388,2024-02-09 21:47:00,South,18-24,Male,Professional,High School,Power BI,4,Probably Yes,Poor,Security,Daily,Excellent tool for data analysis.
RES_0389,2024-03-04 11:33:00,Central,35-44,Female,Business Owner,Bachelor's,SPSS,3,Probably Yes,Average,Ease of Use,Weekly,Decent product overall.
RES_0390,2024-01-16 00:21:00,West,35-44,Male,Business Owner,Other,R,3,Not Sure,Average,Price,Daily,"It's okay, does the job."
RES_0391,2024-03-04 14:32:00,East,18-24,Prefer not to say,Unemployed,Bachelor's,Python,4,Probably No,Average,Performance,Weekly,Love the features and support. Python ecosystem is amazing!
RES_0392,2024-01-21 08:49:00,North,55+,Male,Professional,Other,Python,3,Probably Yes,Good,Performance,Weekly,"It's okay, does the job."
RES_0393,2024-01-06 00:15:00,North,45-54,Non-binary,Retired,Bachelor's,SPSS,4,Definitely Yes,Good,Performance,Daily,Excellent tool for data analysis.
RES_0394,2024-01-05 17:51:00,West,25-34,Non-binary,Professional,PhD,Python,5,Definitely Yes,Good,Ease of Use,Never,Love the features and support. Python ecosystem is amazing!
RES_0395,2024-02-04 02:36:00,East,18-24,Male,Professional,Bachelor's,Power BI,4,Not Sure,Excellent,Support,Daily,Highly recommended for beginners.
RES_0396,2024-01-06 12:04:00,West,35-44,Non-binary,Business Owner,High School,Tableau,5,Definitely Yes,Poor,Security,Daily,Highly recommended for beginners.
RES_0397,2024-02-28 00:23:00,South,35-44,Non-binary,Unemployed,Bachelor's,Excel,4,Not Sure,Average,Price,Daily,Best tool I've used so far.
RES_0398,2024-02-17 18:31:00,South,55+,Female,Professional,High School,Python,4,Probably Yes,Good,Price,Weekly,Best tool I've used so far. Python ecosystem is amazing!
RES_0399,2024-01-04 07:34:00,East,18-24,Non-binary,Student,PhD,Excel,5,Probably Yes,Average,Security,Daily,Love the features and support.
RES_0400,2024-01-14 06:33:00,South,45-54,Prefer not to say,Student,Bachelor's,Python,4,Not Sure,Good,Support,Rarely,Love the features and support. Python ecosystem is amazing!
RES_0401,2024-01-12 01:58:00,South,55+,Prefer not to say,Business Owner,PhD,Python,4,Definitely Yes,Average,Security,Daily,"Great product, very user-friendly! Python ecosystem is amazing!"
RES_0402,2024-03-15 03:32:00,South,45-54,Male,Unemployed,Other,Excel,4,Probably Yes,Average,Support,Daily,"Great product, very user-friendly!"
RES_0403,2024-02-25 21:08:00,South,35-44,Non-binary,Business Owner,PhD,R,4,Definitely Yes,Good,Security,Daily,Love the features and support.
RES_0404,2024-02-10 14:17:00,South,18-24,Female,Professional,Other,SPSS,4,Probably Yes,Poor,Performance,Daily,"Great product, very user-friendly!"
RES_0405,2024-01-20 03:10:00,West,45-54,Non-binary,Retired,High School,Tableau,4,Definitely Yes,Average,Integration,Weekly,Highly recommended for beginners.
RES_0406,2024-02-15 06:28:00,East,45-54,Non-binary,Student,High School,Tableau,4,Probably Yes,Average,Ease of Use,Weekly,Excellent tool for data analysis.
RES_0407,2024-03-28 09:52:00,Central,18-24,Female,Business Owner,Bachelor's,Python,4,Definitely Yes,Good,Ease of Use,Monthly,"Great product, very user-friendly! Python ecosystem is amazing!"
RES_0408,2024-02-01 11:25:00,Central,18-24,Non-binary,Business Owner,Bachelor's,SPSS,3,Definitely Yes,Very Poor,Price,Daily,"It's okay, does the job."
RES_0409,2024-02-21 14:35:00,Central,25-34,Male,Retired,High School,Python,5,Probably Yes,Excellent,Ease of Use,Weekly,Excellent tool for data analysis. Python ecosystem is amazing!
RES_0410,2024-01-16 00:03:00,South,25-34,Female,Retired,Master's,R,4,Definitely Yes,Good,Integration,Rarely,"Great product, very user-friendly!"
RES_0411,2024-03-15 18:16:00,North,18-24,Male,Professional,PhD,R,4,Definitely Yes,Excellent,Price,Never,Excellent tool for data analysis.
RES_0412,2024-01-12 10:07:00,North,45-54,Male,Professional,Other,Excel,4,Definitely Yes,Good,Ease of Use,Rarely,Best tool I've used so far.
RES_0413,2024-02-20 15:01:00,West,45-54,Female,Business Owner,Bachelor's,R,4,Probably Yes,Excellent,Support,Daily,Excellent tool for data analysis.
RES_0414,2024-02-05 08:28:00,South,18-24,Female,Business Owner,PhD,Tableau,4,Probably Yes,Poor,Price,Weekly,Best tool I've used so far.
RES_0415,2024-03-11 15:03:00,North,35-44,Prefer not to say,Professional,PhD,Python,4,Definitely Yes,Excellent,Ease of Use,Weekly,Excellent tool for data analysis. Python ecosystem is amazing!
RES_0416,2024-03-23 16:15:00,Central,18-24,Prefer not to say,Business Owner,PhD,Python,5,Probably Yes,Good,Ease of Use,Weekly,Highly recommended for beginners. Python ecosystem is amazing!
RES_0417,2024-03-03 11:58:00,Central,55+,Non-binary,Retired,Master's,Python,4,Definitely Yes,Poor,Ease of Use,Daily,Excellent tool for data analysis. Python ecosystem is amazing!
RES_0418,2024-01-04 10:38:00,South,18-24,Non-binary,Student,PhD,Tableau,4,Definitely Yes,Excellent,Performance,Daily,Highly recommended for beginners.
RES_0419,2024-02-15 18:14:00,South,18-24,Female,Professional,Master's,Power BI,5,Not Sure,Good,Integration,Daily,Highly recommended for beginners.
RES_0420,2024-01-08 07:36:00,West,35-44,Female,Professional,Bachelor's,SPSS,3,Definitely Yes,Average,Performance,Daily,Average experience.
RES_0421,2024-02-10 23:44:00,East,55+,Male,Business Owner,Other,Excel,3,Not Sure,Very Poor,Integration,Never,Average experience.
RES_0422,2024-01-19 18:12:00,West,55+,Non-binary,Professional,PhD,Tableau,3,Probably Yes,Excellent,Support,Weekly,"It's okay, does the job."
RES_0423,2024-01-12 01:14:00,Central,25-34,Male,Unemployed,PhD,Python,5,Definitely Yes,Good,Price,Daily,"Great product, very user-friendly! Python ecosystem is amazing!"
RES_0424,2024-02-12 19:12:00,South,35-44,Female,Business Owner,High School,R,4,Definitely Yes,Excellent,Integration,Weekly,"Great product, very user-friendly!"
RES_0425,2024-01-19 18:45:00,South,18-24,Non-binary,Student,Master's,Power BI,4,Probably Yes,Good,Integration,Daily,Best tool I've used so far.
RES_0426,2024-03-16 03:21:00,East,35-44,Female,Professional,PhD,Excel,4,Probably Yes,Good,Ease of Use,Weekly,Best tool I've used so far.
RES_0427,2024-03-24 10:11:00,Central,55+,Non-binary,Professional,Other,Tableau,4,Definitely Yes,Average,Ease of Use,Rarely,Excellent tool for data analysis.
RES_0428,2024-02-18 09:46:00,East,25-34,Female,Student,Other,Python,4,Definitely Yes,Excellent,Ease of Use,Weekly,Best tool I've used so far. Python ecosystem is amazing!
RES_0429,2024-03-13 01:11:00,Central,35-44,Female,Unemployed,High School,R,3,Definitely Yes,Excellent,Price,Weekly,Works as expected.
RES_0430,2024-01-19 10:47:00,North,25-34,Non-binary,Business Owner,Bachelor's,R,3,Not Sure,Good,Ease of Use,Weekly,"It's okay, does the job."
RES_0431,2024-03-31 21:40:00,East,45-54,Male,Business Owner,Bachelor's,SPSS,4,Definitely Yes,Average,Integration,Weekly,Excellent tool for data analysis.
RES_0432,2024-03-29 02:22:00,East,18-24,Male,Student,PhD,SPSS,4,Definitely Yes,Excellent,Support,Monthly,Best tool I've used so far.
RES_0433,2024-02-23 05:56:00,West,45-54,Prefer not to say,Business Owner,Other,Python,4,Definitely Yes,Good,Price,Daily,Best tool I've used so far. Python ecosystem is amazing!
RES_0434,2024-01-13 15:50:00,Central,25-34,Female,Retired,High School,R,4,Probably Yes,Very Poor,Integration,Daily,"Great product, very user-friendly!"
RES_0435,2024-02-07 00:20:00,East,18-24,Male,Business Owner,Bachelor's,Power BI,5,Definitely Yes,Good,Performance,Daily,Best tool I've used so far.
RES_0436,2024-01-21 23:04:00,Central,18-24,Non-binary,Unemployed,Other,R,5,Definitely Yes,Good,Support,Weekly,Best tool I've used so far.
RES_0437,2024-03-31 00:27:00,South,55+,Prefer not to say,Professional,High School,Python,4,Definitely Yes,Good,Ease of Use,Daily,"Great product, very user-friendly! Python ecosystem is amazing!"
RES_0438,2024-02-12 06:12:00,West,55+,Non-binary,Business Owner,Master's,Python,4,Probably Yes,Average,Price,Daily,Excellent tool for data analysis. Python ecosystem is amazing!
RES_0439,2024-01-13 01:25:00,Central,55+,Prefer not to say,Professional,High School,Power BI,2,Probably No,Good,Performance,Rarely,Customer support could be better.
RES_0440,2024-01-01 13:05:00,East,55+,Prefer not to say,Professional,High School,Python,4,Definitely Yes,Poor,Support,Daily,"Great product, very user-friendly! Python ecosystem is amazing!"
RES_0441,2024-01-27 05:40:00,East,18-24,Prefer not to say,Student,Master's,Python,4,Probably No,Average,Ease of Use,Weekly,Best tool I've used so far. Python ecosystem is amazing!
RES_0442,2024-03-01 15:57:00,East,18-24,Prefer not to say,Professional,Master's,Excel,4,Definitely Yes,Good,Integration,Weekly,Best tool I've used so far.
RES_0443,2024-02-17 05:28:00,North,35-44,Prefer not to say,Retired,Master's,R,3,Definitely Yes,Good,Performance,Daily,Could use some improvements.
RES_0444,2024-02-04 18:03:00,South,18-24,Male,Business Owner,Other,Power BI,4,Definitely No,Average,Integration,Daily,Best tool I've used so far.
RES_0445,2024-03-16 07:35:00,North,45-54,Prefer not to say,Unemployed,PhD,SPSS,3,Probably Yes,Good,Price,Daily,Average experience.
RES_0446,2024-01-31 15:19:00,North,45-54,Male,Unemployed,Other,Excel,4,Definitely No,Excellent,Integration,Rarely,Highly recommended for beginners.
RES_0447,2024-03-14 21:39:00,South,18-24,Prefer not to say,Professional,Bachelor's,SPSS,4,Probably No,Average,Ease of Use,Weekly,Excellent tool for data analysis.
RES_0448,2024-01-25 04:02:00,West,18-24,Prefer not to say,Professional,Bachelor's,Tableau,5,Definitely Yes,Good,Support,Daily,Highly recommended for beginners.
RES_0449,2024-02-03 10:58:00,North,18-24,Prefer not to say,Unemployed,PhD,R,4,Definitely Yes,Excellent,Price,Rarely,Highly recommended for beginners.
RES_0450,2024-02-11 08:33:00,West,18-24,Prefer not to say,Student,PhD,Python,5,Probably Yes,Excellent,Ease of Use,Monthly,Excellent tool for data analysis. Python ecosystem is amazing!
RES_0451,2024-01-19 18:37:00,Central,18-24,Male,Unemployed,High School,Tableau,5,Definitely Yes,Good,Support,Daily,Love the features and support.
RES_0452,2024-03-09 11:56:00,West,35-44,Prefer not to say,Retired,Other,Python,4,Definitely Yes,Poor,Security,Daily,Highly recommended for beginners. Python ecosystem is amazing!
RES_0453,2024-03-01 01:11:00,East,45-54,Female,Unemployed,Other,Tableau,3,Not Sure,Poor,Security,Weekly,Works as expected.
RES_0454,2024-01-05 12:56:00,East,25-34,Male,Retired,Master's,R,3,Not Sure,Good,Price,Daily,Decent product overall.
RES_0455,2024-01-03 10:52:00,East,35-44,Non-binary,Retired,High School,Excel,3,Definitely No,Excellent,Price,Daily,Could use some improvements.
RES_0456,2024-01-18 09:47:00,West,35-44,Non-binary,Retired,Other,Python,4,Definitely Yes,Excellent,Integration,Daily,"Great product, very user-friendly! Python ecosystem is amazing!"
RES_0457,2024-01-25 14:13:00,West,45-54,Non-binary,Student,Other,SPSS,3,Not Sure,Good,Support,Daily,Could use some improvements.
RES_0458,2024-01-09 09:45:00,Central,45-54,Female,Unemployed,Other,Excel,4,Not Sure,Poor,Integration,Weekly,"Great product, very user-friendly!"
RES_0459,2024-01-23 06:56:00,South,18-24,Female,Student,PhD,Power BI,4,Definitely Yes,Average,Ease of Use,Daily,"Great product, very user-friendly!"
RES_0460,2024-02-16 22:12:00,East,35-44,Prefer not to say,Unemployed,PhD,Power BI,2,Not Sure,Excellent,Ease of Use,Rarely,Needs better documentation.
RES_0461,2024-03-28 00:15:00,East,45-54,Prefer not to say,Professional,PhD,R,4,Probably Yes,Good,Support,Monthly,Highly recommended for beginners.
RES_0462,2024-03-11 11:22:00,South,35-44,Male,Business Owner,High School,Tableau,4,Definitely Yes,Poor,Price,Daily,Best tool I've used so far.
RES_0463,2024-01-07 05:54:00,Central,25-34,Female,Professional,Bachelor's,Excel,4,Definitely Yes,Very Poor,Ease of Use,Daily,Love the features and support.
RES_0464,2024-03-24 13:32:00,North,18-24,Prefer not to say,Professional,Bachelor's,Python,3,Probably Yes,Excellent,Support,Never,Average experience.
RES_0465,2024-01-02 07:16:00,Central,35-44,Non-binary,Retired,PhD,R,4,Probably Yes,Good,Performance,Daily,Love the features and support.
RES_0466,2024-02-28 08:13:00,West,35-44,Prefer not to say,Unemployed,High School,Tableau,5,Probably Yes,Excellent,Price,Rarely,"Great product, very user-friendly!"
RES_0467,2024-03-06 21:53:00,East,55+,Non-binary,Business Owner,High School,Tableau,4,Probably Yes,Excellent,Price,Monthly,Best tool I've used so far.
RES_0468,2024-01-09 10:17:00,East,35-44,Non-binary,Business Owner,Bachelor's,Python,3,Not Sure,Average,Security,Daily,Could use some improvements.
RES_0469,2024-03-07 07:57:00,North,55+,Prefer not to say,Business Owner,Bachelor's,Python,3,Not Sure,Average,Ease of Use,Weekly,"It's okay, does the job."
RES_0470,2024-03-24 15:18:00,East,45-54,Prefer not to say,Retired,High School,R,4,Definitely Yes,Poor,Integration,Weekly,Highly recommended for beginners.
RES_0471,2024-03-31 18:52:00,South,35-44,Female,Unemployed,PhD,Tableau,5,Probably Yes,Average,Integration,Daily,Love the features and support.
RES_0472,2024-03-05 09:54:00,South,55+,Female,Business Owner,High School,Power BI,3,Definitely Yes,Good,Performance,Never,Works as expected.
RES_0473,2024-01-17 23:16:00,Central,25-34,Non-binary,Student,Bachelor's,Power BI,5,Definitely Yes,Poor,Performance,Daily,Love the features and support.
RES_0474,2024-01-29 23:55:00,East,45-54,Non-binary,Business Owner,Master's,Python,4,Probably Yes,Average,Price,Daily,Highly recommended for beginners. Python ecosystem is amazing!
RES_0475,2024-02-07 14:54:00,North,45-54,Male,Unemployed,Other,Tableau,4,Definitely Yes,Average,Integration,Weekly,Highly recommended for beginners.
RES_0476,2024-01-10 15:56:00,South,55+,Male,Retired,Other,SPSS,3,Definitely Yes,Average,Support,Rarely,Decent product overall.
RES_0477,2024-02-22 01:55:00,South,25-34,Female,Business Owner,PhD,Python,5,Definitely Yes,Excellent,Integration,Daily,Highly recommended for beginners. Python ecosystem is amazing!
RES_0478,2024-02-28 04:20:00,South,18-24,Prefer not to say,Business Owner,Bachelor's,R,5,Definitely Yes,Poor,Support,Monthly,Love the features and support.
RES_0479,2024-03-22 01:00:00,West,35-44,Female,Professional,Other,Python,5,Probably Yes,Poor,Ease of Use,Weekly,Excellent tool for data analysis. Python ecosystem is amazing!
RES_0480,2024-03-03 02:08:00,Central,45-54,Prefer not to say,Retired,PhD,Python,5,Definitely Yes,Good,Performance,Daily,Best tool I've used so far. Python ecosystem is amazing!
RES_0481,2024-02-19 00:02:00,Central,25-34,Non-binary,Student,Master's,Excel,5,Definitely Yes,Excellent,Support,Daily,Highly recommended for beginners.
RES_0482,2024-01-25 00:43:00,North,25-34,Female,Business Owner,Master's,R,4,Probably Yes,Good,Ease of Use,Daily,Excellent tool for data analysis.
RES_0483,2024-01-14 12:32:00,Central,35-44,Female,Student,High School,SPSS,4,Probably Yes,Excellent,Performance,Monthly,Love the features and support.
RES_0484,2024-02-07 14:46:00,Central,55+,Non-binary,Retired,Bachelor's,Python,4,Definitely Yes,Good,Price,Never,Love the features and support. Python ecosystem is amazing!
RES_0485,2024-03-03 11:48:00,South,25-34,Prefer not to say,Student,Bachelor's,Python,4,Probably No,Excellent,Performance,Monthly,Excellent tool for data analysis. Python ecosystem is amazing!
RES_0486,2024-01-17 06:46:00,North,55+,Female,Student,Master's,Excel,3,Probably Yes,Good,Performance,Daily,"It's okay, does the job."
RES_0487,2024-02-18 20:16:00,Central,55+,Male,Unemployed,High School,R,2,Not Sure,Average,Security,Weekly,Needs better documentation.
RES_0488,2024-03-24 00:03:00,North,45-54,Prefer not to say,Retired,High School,Python,4,Definitely Yes,Very Poor,Performance,Daily,Highly recommended for beginners. Python ecosystem is amazing!
RES_0489,2024-02-02 15:44:00,South,25-34,Male,Business Owner,PhD,Excel,5,Definitely Yes,Excellent,Security,Daily,"Great product, very user-friendly!"
RES_0490,2024-03-25 16:17:00,Central,55+,Female,Retired,High School,Tableau,4,Probably Yes,Average,Performance,Daily,Highly recommended for beginners.
RES_0491,2024-03-20 03:18:00,North,18-24,Prefer not to say,Professional,Other,R,4,Definitely Yes,Average,Support,Weekly,Excellent tool for data analysis.
RES_0492,2024-02-03 16:12:00,East,45-54,Non-binary,Professional,High School,Python,4,Definitely Yes,Good,Performance,Never,Highly recommended for beginners. Python ecosystem is amazing!
RES_0493,2024-03-04 06:44:00,West,35-44,Female,Student,High School,Python,4,Probably Yes,Very Poor,Ease of Use,Daily,"Great product, very user-friendly! Python ecosystem is amazing!"
RES_0494,2024-01-15 18:42:00,West,25-34,Male,Unemployed,High School,Python,5,Definitely Yes,Average,Security,Weekly,"Great product, very user-friendly! Python ecosystem is amazing!"
RES_0495,2024-02-02 20:14:00,West,35-44,Non-binary,Retired,High School,Python,5,Definitely Yes,Good,Price,Weekly,"Great product, very user-friendly! Python ecosystem is amazing!"
RES_0496,2024-01-23 01:54:00,East,35-44,Non-binary,Retired,High School,Python,4,Probably Yes,Excellent,Ease of Use,Rarely,"Great product, very user-friendly! Python ecosystem is amazing!"
RES_0497,2024-01-06 00:54:00,South,25-34,Non-binary,Business Owner,PhD,Tableau,4,Definitely Yes,Excellent,Price,Monthly,Highly recommended for beginners.
RES_0498,2024-02-04 23:05:00,East,35-44,Female,Student,PhD,Excel,3,Not Sure,Excellent,Security,Monthly,Works as expected.
RES_0499,2024-02-28 08:53:00,West,45-54,Prefer not to say,Professional,High School,Tableau,3,Not Sure,Average,Support,Weekly,Could use some improvements.
RES_0500,2024-03-30 23:03:00,South,18-24,Prefer not to say,Unemployed,PhD,Python,5,Definitely Yes,Poor,Price,Weekly,Highly recommended for beginners. Python ecosystem is amazing!
